server_id,name,project,type,quantity,usage_hours,price,price_max,price_net,price_gross,vat,date_from,date_to,is_backup,is_server,is_ceph
11476273,prod-matrixserver,flipdot prod,cx21,307.0,307,0.008,4.9,2.456,2.92264,0.19,2022-03-01,2022-03-31,False,True,False
12426587,prod_restic_userdata,flipdot prod,unknown,40.0,,0.04,,1.6,1.904,0.19,2022-03-01,2022-03-31,False,False,False
10737402,prod_forum_backup_intermediate,flipdot prod,unknown,60.0,,0.04,,2.4,2.856,0.19,2022-03-01,2022-03-31,False,False,False
11476273,prod-matrixserver,flipdot prod,cpx31,438.0,438,0.02,12.4,8.76,10.424399999999999,0.19,2022-03-01,2022-03-31,False,True,False
2014216,flipdot-datenschutz-1,flipdot prod,cx21,1.0,744,4.9,4.9,4.9,5.831,0.19,2022-03-01,2022-03-31,False,True,True
2014216,flipdot-datenschutz-1,flipdot prod,backup,1.0,,0.98,,0.98,1.1662,0.19,2022-03-01,2022-03-31,True,False,False
14511855,prod_matrix_userdata,flipdot prod,unknown,100.0,,0.04,,4.0,4.76,0.19,2022-03-01,2022-03-31,False,False,False
9841818,prod_mailcow_userdata,flipdot prod,unknown,40.0,,0.04,,1.6,1.904,0.19,2022-03-01,2022-03-31,False,False,False
10428337,prod-mailserver,flipdot prod,cx21,1.0,744,4.9,4.9,4.9,5.831,0.19,2022-03-01,2022-03-31,False,True,False
10428148,prod-backupserver,flipdot prod,cx11,1.0,744,2.49,2.49,2.49,2.9631000000000003,0.19,2022-03-01,2022-03-31,False,True,True
10633381,prod-docker,flipdot prod,cx11,1.0,744,2.49,2.49,2.49,2.9631000000000003,0.19,2022-03-01,2022-03-31,False,True,False
3747984,ansible-managed-01,flipdot Member,cx11,1.0,744,2.49,2.49,2.49,2.9631000000000003,0.19,2022-03-01,2022-03-31,False,True,False
32060468,minecraft-gen2-17.02.2021_01:00,flipdot Minecraft,unknown,17.6304336523,,0.01,,0.17630433652299998,0.20980216046236996,0.19,2022-03-01,2022-03-31,False,False,False
44310745,test-docker-1627779013,flipdot Dev,unknown,1.3101219273,,0.01,,0.013101219273,0.01559045093487,0.19,2022-03-01,2022-03-31,False,False,False
41770047,test-backupserver-1625005077_to_save_money_standby,flipdot Dev,unknown,0.3273236926,,0.01,,0.003273236926,0.00389515194194,0.19,2022-03-01,2022-03-31,False,False,False
41769564,test-workadventuremanual-1625004867_to_save_money_standby,flipdot Dev,unknown,0.4355166056,,0.01,,0.004355166056,0.00518264760664,0.19,2022-03-01,2022-03-31,False,False,False
32060702,test-mailserver-17.02.2021_01:16_to_save_money;standby,flipdot Dev,unknown,8.6163828934,,0.01,,0.08616382893400001,0.10253495643146002,0.19,2022-03-01,2022-03-31,False,False,False
41769169,test-matrixserver-1625004727_to_save_money_standby,flipdot Dev,unknown,0.4587707096,,0.01,,0.004587707096,0.00545937144424,0.19,2022-03-01,2022-03-31,False,False,False
41769937,test-docker-1625005028_to_save_money_standby,flipdot Dev,unknown,1.1072458772,,0.01,,0.011072458772,0.01317622593868,0.19,2022-03-01,2022-03-31,False,False,False
