server_id,name,project,type,quantity,usage_hours,price,price_max,price_net,price_gross,vat,date_from,date_to,is_backup,is_server,is_ceph
907650,gw-17.ffks.de,FFKS,cx31,1.0,744,8.9,8.9,8.9,10.324,0.16,2020-12-01,2020-12-31,False,True,False
907649,gw-01.ffks.de,FFKS,cx31,1.0,744,8.9,8.9,8.9,10.324,0.16,2020-12-01,2020-12-31,False,True,False
2014216,flipdot-datenschutz-1,flipdot Vorstand,cx21,1.0,744,4.9,4.9,4.9,5.684,0.16,2020-12-01,2020-12-31,False,True,True
2014216,flipdot-datenschutz-1,flipdot Vorstand,backup,1.0,,0.98,,0.98,1.1367999999999998,0.16,2020-12-01,2020-12-31,True,False,False
9282360,waboorrt,flipdot Member,cpx31,92.0,92,0.02,12.4,1.84,2.1344,0.16,2020-12-01,2020-12-31,False,True,False
3747984,ansible-managed-01,flipdot Member,cx11,1.0,744,2.49,2.49,2.49,2.8884,0.16,2020-12-01,2020-12-31,False,True,False
5969718,minecraft-gen2,flipdot Minecraft,cx21,1.0,744,4.9,4.9,4.9,5.684,0.16,2020-12-01,2020-12-31,False,True,False
17544309,bbbinstallshtest-1591563235,flipdot Dev,unknown,3.1406593239999996,,0.01,,0.031406593239999996,0.03643164815839999,0.16,2020-12-01,2020-12-31,False,False,False
17266930,scalelite-from-night-session-with-derguteherzog,flipdot Dev,unknown,0.9095998968000001,,0.01,,0.009095998968,0.01055135880288,0.16,2020-12-01,2020-12-31,False,False,False
9316188,test-mailserver,flipdot Dev,cx21,49.0,49,0.008,4.9,0.392,0.45472,0.16,2020-12-01,2020-12-31,False,True,False
9316188,test-mailserver,flipdot Dev,cx11,1.0,1,0.004,2.49,0.004,0.00464,0.16,2020-12-01,2020-12-31,False,True,False
7798331,test_mailcow_userdata,flipdot Dev,unknown,10.0,,0.04,,0.4,0.46399999999999997,0.16,2020-12-01,2020-12-31,False,False,False
9303689,test-mailserver,flipdot Dev,cx21,20.0,20,0.008,4.9,0.16,0.1856,0.16,2020-12-01,2020-12-31,False,True,False
7879956,test-docker,flipdot Dev,cx11,1.0,744,2.49,2.49,2.49,2.8884,0.16,2020-12-01,2020-12-31,False,True,False
5967525,testmailserver,flipdot Dev,cx21,1.0,676,4.9,4.9,4.9,5.684,0.16,2020-12-01,2020-12-31,False,True,False
5967525,testmailserver,flipdot Dev,backup,1.0,,0.98,,0.98,1.1367999999999998,0.16,2020-12-01,2020-12-31,True,False,False
7333605,test-backupserver,flipdot Dev,cx11,1.0,744,2.49,2.49,2.49,2.8884,0.16,2020-12-01,2020-12-31,False,True,True
