server_id,name,project,type,quantity,usage_hours,price,price_max,price_net,price_gross,vat,date_from,date_to,is_backup,is_server,is_ceph
907650,gw-17.ffks.de,FFKS,cx31,1.0,720,8.9,8.9,8.9,10.591,0.19,2019-06-01,2019-06-30,False,True,False
907649,gw-14.ffks.de,FFKS,cx31,1.0,720,8.9,8.9,8.9,10.591,0.19,2019-06-01,2019-06-30,False,True,False
2014216,flipdot-datenschutz-1,flipdot Vorstand,cx21,1.0,720,4.9,4.9,4.9,5.831,0.19,2019-06-01,2019-06-30,False,True,True
2752879,flipdot-minecraft,flipdot Minecraft,cx11,462.0,462,0.004,2.49,1.848,2.19912,0.19,2019-06-01,2019-06-30,False,True,False
