server_id,name,project,type,quantity,usage_hours,price,price_max,price_net,price_gross,vat,date_from,date_to,is_backup,is_server,is_ceph
,,,bx11,1.0000000000,,2.9000000000,,2.90000000000000000000,3.4510000000000000000000,0.19,2022-07-01,2022-07-31,False,False,False
2014216,flipdot-datenschutz-1,flipdot prod,cx21,1.0000000000,720,4.4000000000,4.4,4.40000000000000000000,5.2360000000000000000000,0.19,2022-06-01,2022-06-30,False,True,True
2014216,flipdot-datenschutz-1,flipdot prod,backup,1.0000000000,,0.8800000000,,0.88000000000000000000,1.0472000000000000000000,0.19,2022-06-01,2022-06-30,True,False,False
10428337,prod-mailserver,flipdot prod,cx21,1.0000000000,720,4.4000000000,4.4,4.40000000000000000000,5.2360000000000000000000,0.19,2022-06-01,2022-06-30,False,True,False
10633381,prod-docker,flipdot prod,cx11,1.0000000000,720,1.9900000000,1.99,1.99000000000000000000,2.3681000000000000000000,0.19,2022-06-01,2022-06-30,False,True,False
12426587,prod_restic_userdata,flipdot prod,volume,40.0000000000,,0.0400000000,,1.60000000000000000000,1.9040000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
10737402,prod_forum_backup_intermediate,flipdot prod,volume,60.0000000000,,0.0400000000,,2.40000000000000000000,2.8560000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
11476273,prod-matrixserver,flipdot prod,cpx31,1.0000000000,720,11.9000000000,11.9,11.90000000000000000000,14.1610000000000000000000,0.19,2022-06-01,2022-06-30,False,True,False
11476273,prod-matrixserver,flipdot prod,backup,1.0000000000,,2.3800000000,,2.38000000000000000000,2.8322000000000000000000,0.19,2022-06-01,2022-06-30,True,False,False
6428699,157.90.154.168/32,flipdot prod,ip,1.0000000000,720,0.5000000000,0.5,0.50000000000000000000,0.5950000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
6431687,157.90.155.5/32,flipdot prod,ip,1.0000000000,720,0.5000000000,0.5,0.50000000000000000000,0.5950000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
10428148,prod-backupserver,flipdot prod,cx11,1.0000000000,720,1.9900000000,1.99,1.99000000000000000000,2.3681000000000000000000,0.19,2022-06-01,2022-06-30,False,True,False
6528277,157.90.144.95/32,flipdot prod,ip,1.0000000000,720,0.5000000000,0.5,0.50000000000000000000,0.5950000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
14511855,prod_matrix_userdata,flipdot prod,volume,100.0000000000,,0.0400000000,,4.00000000000000000000,4.7600000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
9841818,prod_mailcow_userdata,flipdot prod,volume,40.0000000000,,0.0400000000,,1.60000000000000000000,1.9040000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
6585497,78.46.164.8/32,flipdot prod,ip,1.0000000000,720,0.5000000000,0.5,0.50000000000000000000,0.5950000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
6674865,116.203.116.92/32,flipdot prod,ip,1.0000000000,720,0.5000000000,0.5,0.50000000000000000000,0.5950000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
3747984,ansible-managed-01,flipdot Member,cx11,1.0000000000,720,1.9900000000,1.99,1.99000000000000000000,2.3681000000000000000000,0.19,2022-06-01,2022-06-30,False,True,False
6757109,88.198.74.211/32,flipdot Member,ip,1.0000000000,720,0.5000000000,0.5,0.50000000000000000000,0.5950000000000000000000,0.19,2022-06-01,2022-06-30,False,False,False
32060468,minecraft-gen2-17.02.2021_01:00,flipdot Minecraft,snapshot,17.6304336523,,0.0100000000,,0.17630433652300000000,0.2098021604623700000000,0.19,2022-06-01,2022-06-30,False,False,False
